"Reporting starts","Reporting ends","Campaign name","Campaign delivery","Attribution setting",Results,"Result indicator",Reach,Frequency,"Cost per results","Ad set budget","Ad set budget type","Amount spent (EUR)",Ends,Impressions,"CPM (cost per 1,000 impressions) (EUR)","Link clicks",shop_clicks,"CPC (cost per link click) (EUR)","CTR (link click-through rate)","Clicks (all)","CTR (all)","CPC (all) (EUR)","Landing page views","Cost per landing page view (EUR)"
2025-07-04,2026-05-08,"Nieuwe campagne voor Leads",active,"7-day click or 1-day view",63,actions:offsite_conversion.custom.1968994793916535,46337,6.298336,58.40968254,"Using ad set budget",0,3679.81,Ongoing,291846,12.608739,6415,,0.573626,2.198077,15040,5.153403,0.244668,4986,0.738028
